Aperture Basic Info,,,,,Detector Frame,,,,Science Frame,,,,,,V-Frame,,Frame Relationships,,,,,,Vertices,,,,,,,,,,Science to Ideal Polynomial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InstrName,AperName,DDCName,AperType,AperShape,XDetSize,YDetSize,XDetRef,YDetRef,XSciSize,YSciSize,XSciRef,YSciRef,XSciScale,YSciScale,V2Ref,V3Ref,V3IdlYAngle,VIdlParity,DetSciYAngle,DetSciParity,V3SciXAngle,V3SciYAngle,XIdlVert1,XIdlVert2,XIdlVert3,XIdlVert4,YIdlVert1,YIdlVert2,YIdlVert3,YIdlVert4,UseAfterDate,Comment,Sci2IdlDeg,Sci2IdlX00,Sci2IdlX10,Sci2IdlX11,Sci2IdlX20,Sci2IdlX21,Sci2IdlX22,Sci2IdlX30,Sci2IdlX31,Sci2IdlX32,Sci2IdlX33,Sci2IdlX40,Sci2IdlX41,Sci2IdlX42,Sci2IdlX43,Sci2IdlX44,Sci2IdlX50,Sci2IdlX51,Sci2IdlX52,Sci2IdlX53,Sci2IdlX54,Sci2IdlX55,Sci2IdlY00,Sci2IdlY10,Sci2IdlY11,Sci2IdlY20,Sci2IdlY21,Sci2IdlY22,Sci2IdlY30,Sci2IdlY31,Sci2IdlY32,Sci2IdlY33,Sci2IdlY40,Sci2IdlY41,Sci2IdlY42,Sci2IdlY43,Sci2IdlY44,Sci2IdlY50,Sci2IdlY51,Sci2IdlY52,Sci2IdlY53,Sci2IdlY54,Sci2IdlY55,Idl2SciX00,Idl2SciX10,Idl2SciX11,Idl2SciX20,Idl2SciX21,Idl2SciX22,Idl2SciX30,Idl2SciX31,Idl2SciX32,Idl2SciX33,Idl2SciX40,Idl2SciX41,Idl2SciX42,Idl2SciX43,Idl2SciX44,Idl2SciX50,Idl2SciX51,Idl2SciX52,Idl2SciX53,Idl2SciX54,Idl2SciX55,Idl2SciY00,Idl2SciY10,Idl2SciY11,Idl2SciY20,Idl2SciY21,Idl2SciY22,Idl2SciY30,Idl2SciY31,Idl2SciY32,Idl2SciY33,Idl2SciY40,Idl2SciY41,Idl2SciY42,Idl2SciY43,Idl2SciY44,Idl2SciY50,Idl2SciY51,Idl2SciY52,Idl2SciY53,Idl2SciY54,Idl2SciY55
NIRCAM,NRCB4_SUB320,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,160.5,1888.5,320,320,160.5,160.5,0.030996,0.031157,-79.8049,-498.6990,-0.0846,-1,0.0,-1,-89.9646,-0.0846,-4.9647,4.9638,4.9541,-4.9549,-4.9983,-4.9744,4.9928,4.9752,2014-01-01,,5,0.00000E+00,3.09956E-02,6.77626E-21,-3.77501E-08,-1.90353E-07,2.16250E-08,8.01972E-12,9.27020E-13,8.95837E-12,-2.94347E-14,-1.99603E-16,-3.12460E-16,-2.15851E-16,-3.32900E-16,-1.52370E-17,1.39765E-19,-1.16317E-20,2.86637E-19,-1.13982E-20,1.43501E-19,-1.14271E-21,0.00000E+00,6.49181E-05,3.11568E-02,7.30873E-08,-6.21782E-08,-1.18974E-07,-2.65104E-14,7.38050E-12,9.60014E-13,8.82678E-12,2.72374E-17,-2.02249E-16,-2.75388E-16,-1.90315E-16,-2.97017E-16,-2.60592E-21,1.56035E-19,-1.35008E-20,2.91501E-19,-9.91600E-21,1.34090E-19,-2.21118E-01,3.22530E+01,-4.43191E-02,9.31518E-04,6.55567E-03,-8.04880E-04,-1.49082E-05,3.95339E-06,-1.17273E-05,5.68287E-07,-3.69886E-08,2.94967E-08,-3.73339E-08,1.84010E-08,-5.16269E-09,-2.37654E-10,1.14527E-10,-3.94189E-10,1.28451E-10,-1.61793E-10,2.00046E-11,6.46736E-02,-1.55749E-02,3.20966E+01,-2.37180E-03,1.93536E-03,4.01934E-03,6.80783E-07,-1.30440E-05,2.51515E-06,-1.03085E-05,7.29611E-09,-2.15615E-08,2.60507E-08,-1.88669E-08,9.53792E-09,1.24842E-11,-1.84655E-10,1.01524E-10,-3.05578E-10,8.62720E-11,-1.16493E-10
NIRCAM,NRCB5_SUB320,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,984.5,1028.5,320,320,160.5,160.5,0.062918,0.063232,-86.8726,-491.7008,-0.0347,-1,180.0,-1,-89.9220,-0.0347,-10.0871,10.0857,10.0483,-10.0495,-10.1468,-10.0953,10.1286,10.1007,2014-01-01,,5,0.00000E+00,6.29179E-02,6.13930E-18,-1.21850E-07,-7.32887E-07,9.64144E-08,9.18737E-11,6.17568E-12,9.79333E-11,2.98889E-13,-7.41393E-16,-3.52560E-15,-2.84620E-16,-3.70239E-15,3.53671E-16,4.72716E-18,-5.17474E-19,9.51005E-18,-5.53477E-19,4.68361E-18,-5.53549E-20,0.00000E+00,1.23768E-04,6.32316E-02,3.07725E-07,-2.29822E-07,-4.33652E-07,8.38405E-13,8.87381E-11,6.89643E-12,9.91509E-11,1.28358E-15,-1.18323E-15,-1.27848E-15,-1.09610E-15,-2.55078E-15,-1.05112E-19,5.23940E-18,-6.28377E-19,9.64421E-18,-5.13676E-19,4.34505E-18,-1.08708E-01,1.58886E+01,-7.75918E-03,3.06725E-04,3.01991E-03,-4.26361E-04,-8.83974E-06,1.77318E-06,-7.38468E-06,1.85003E-07,-1.75147E-08,1.21022E-08,-1.89750E-08,6.74048E-09,-2.49267E-09,-9.73177E-11,5.66110E-11,-1.67345E-10,6.43174E-11,-6.73773E-11,1.02354E-11,5.12392E-02,-1.97953E-02,1.58155E+01,-1.20182E-03,8.32475E-04,1.74367E-03,2.54154E-07,-8.23231E-06,1.08996E-06,-6.76048E-06,3.10994E-09,-1.23583E-08,1.02950E-08,-9.97964E-09,2.44163E-09,6.13040E-12,-8.17224E-11,5.26778E-11,-1.30061E-10,4.45326E-11,-4.82254E-11
NIRCAM,NRCA1_SUB640,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,320.5,1728.5,640,640,320.5,320.5,0.031022,0.031176,98.6369,-505.5243,-0.2354,-1,0.0,-1,-90.2366,-0.2354,-9.9480,9.9472,9.9075,-9.9083,-9.9767,-9.9880,9.9767,9.9663,2014-01-01,,5,0.00000E+00,3.10225E-02,2.71051E-20,2.30064E-08,-1.93961E-07,-2.68265E-08,8.15604E-12,-2.05582E-13,9.29299E-12,2.62598E-13,-2.27858E-16,-4.68202E-16,-3.13438E-16,-4.73486E-16,-7.13312E-17,1.40225E-19,1.16971E-20,2.87219E-19,1.09307E-20,1.43585E-19,6.17220E-22,0.00000E+00,-6.42795E-07,3.11762E-02,7.16679E-08,5.27785E-08,-1.24504E-07,5.26366E-14,7.54127E-12,-4.32365E-13,9.15243E-12,-1.59827E-17,-1.84657E-16,-4.95836E-16,-1.76341E-16,-4.51487E-16,3.35689E-21,1.55868E-19,1.58396E-20,2.92037E-19,1.14278E-20,1.34125E-19,6.32499E-01,3.22022E+01,-1.46605E-01,5.21336E-05,6.92500E-03,1.05573E-03,-1.88013E-05,-6.66497E-06,-1.40569E-05,-1.17484E-06,6.00959E-08,4.34082E-08,6.21296E-08,2.75794E-08,8.86065E-09,-2.37483E-10,-1.14130E-10,-3.93759E-10,-1.27849E-10,-1.61536E-10,-1.97993E-11,1.88118E-01,1.25341E-01,3.20703E+01,-2.21544E-03,-1.35946E-03,4.30102E-03,-1.52805E-06,-1.51335E-05,-4.25451E-06,-1.11308E-05,9.75174E-09,3.68717E-08,3.80587E-08,3.27369E-08,1.51373E-08,-1.25665E-11,-1.84696E-10,-1.01647E-10,-3.05610E-10,-8.63112E-11,-1.16488E-10
NIRCAM,NRCA2_SUB640,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,1728.5,1728.5,640,640,320.5,320.5,0.030903,0.031027,98.4617,-481.5328,-0.0630,-1,180.0,-1,-90.1118,-0.0630,-9.9084,9.9076,9.8706,-9.8714,-9.9181,-9.9457,9.9232,9.9295,2014-01-01,,5,0.00000E+00,3.09030E-02,-5.11608E-18,2.28537E-08,-1.80469E-07,-2.65029E-08,7.98150E-12,-6.74968E-13,8.73024E-12,5.72973E-14,-2.17130E-16,-2.43005E-17,-2.85910E-16,-2.99438E-17,-6.85071E-17,1.40807E-19,1.15283E-20,2.88408E-19,1.09018E-20,1.44200E-19,7.83912E-22,0.00000E+00,-2.63484E-05,3.10270E-02,7.74261E-08,5.20536E-08,-1.04501E-07,-9.71839E-14,7.31549E-12,-8.29635E-13,8.58070E-12,1.05221E-16,-1.59177E-16,1.82399E-16,-1.40078E-16,6.68105E-17,3.07980E-21,1.56469E-19,1.47382E-20,2.93198E-19,1.06343E-20,1.34689E-19,4.41804E-01,3.23348E+01,-4.06442E-02,-8.78594E-05,6.28013E-03,1.00225E-03,-1.79326E-05,-3.91310E-06,-1.26050E-05,-4.53976E-07,5.71094E-08,2.44740E-08,5.27052E-08,1.20675E-08,6.45439E-09,-2.37308E-10,-1.14369E-10,-3.93617E-10,-1.28286E-10,-1.61559E-10,-1.99868E-11,1.39281E-01,6.04266E-02,3.22299E+01,-2.55883E-03,-1.52142E-03,3.53168E-03,-6.81557E-07,-1.38027E-05,-2.17786E-06,-1.03351E-05,5.25449E-09,3.18145E-08,1.59510E-08,2.43158E-08,1.14324E-09,-1.23433E-11,-1.84430E-10,-1.01213E-10,-3.05232E-10,-8.60998E-11,-1.16374E-10
NIRCAM,NRCA3_SUB640,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,1728.5,1728.5,640,640,320.5,320.5,0.031068,0.031212,73.9087,-505.7255,-0.0328,-1,0.0,-1,-90.1001,-0.0328,-9.9600,9.9647,9.9248,-9.9202,-9.9755,-10.0125,9.9781,9.9880,2014-01-01,,5,0.00000E+00,3.10683E-02,3.38813E-21,4.28250E-08,-1.94719E-07,-2.01818E-08,8.31745E-12,-1.24333E-12,9.32972E-12,-6.24696E-14,3.30761E-16,-4.31085E-16,3.70532E-16,-4.56229E-16,4.07301E-17,1.40055E-19,1.24953E-20,2.86873E-19,1.24357E-20,1.43396E-19,1.29358E-21,0.00000E+00,-3.65176E-05,3.12125E-02,7.14463E-08,6.59395E-08,-1.25023E-07,-1.76999E-14,7.69861E-12,-1.24127E-12,9.19339E-12,-4.90162E-18,3.14140E-16,-4.62562E-16,2.90838E-16,-4.44541E-16,2.65859E-21,1.55602E-19,1.45695E-20,2.91529E-19,1.08746E-20,1.33879E-19,1.97508E-01,3.21797E+01,-2.27693E-02,-1.15469E-03,6.67711E-03,7.35079E-04,-1.43180E-05,-3.86033E-06,-1.17190E-05,-5.60861E-07,3.07499E-08,3.22637E-08,3.29626E-08,2.13703E-08,4.87002E-09,-2.37514E-10,-1.13919E-10,-3.93711E-10,-1.27477E-10,-1.61461E-10,-1.96479E-11,3.93327E-02,5.31223E-02,3.20386E+01,-2.29450E-03,-2.04346E-03,4.22640E-03,-6.61852E-07,-1.30981E-05,-2.58513E-06,-1.05237E-05,8.27686E-09,1.86909E-08,3.07584E-08,1.77274E-08,1.31336E-08,-1.28636E-11,-1.84904E-10,-1.02178E-10,-3.05888E-10,-8.65527E-11,-1.16563E-10
NIRCAM,NRCA4_SUB640,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,320.5,1728.5,640,640,320.5,320.5,0.030919,0.031032,74.0529,-481.5763,-0.2146,-1,180.0,-1,-90.2761,-0.2146,-9.9109,9.9154,9.8784,-9.8740,-9.9162,-9.9509,9.9241,9.9319,2014-01-01,,5,0.00000E+00,3.09191E-02,4.10642E-18,4.25617E-08,-1.80422E-07,-2.06345E-08,8.14901E-12,-6.49496E-13,8.77516E-12,8.10565E-14,3.36579E-16,1.47681E-17,3.94928E-16,-9.81419E-18,4.47773E-17,1.39916E-19,1.22418E-20,2.86733E-19,1.24214E-20,1.43382E-19,1.46640E-21,0.00000E+00,-3.32060E-05,3.10320E-02,7.70896E-08,6.55217E-08,-1.04380E-07,2.23465E-13,7.50640E-12,-5.56855E-13,8.61452E-12,1.15245E-16,3.33645E-16,2.16750E-16,3.22107E-16,7.63143E-17,2.37653E-21,1.55485E-19,1.39929E-20,2.91429E-19,1.06373E-20,1.33886E-19,1.35236E-01,3.23377E+01,-1.25046E-01,-1.21348E-03,6.14982E-03,6.95426E-04,-1.37849E-05,-2.44551E-06,-1.07367E-05,-1.63844E-07,2.81574E-08,1.32536E-08,2.38623E-08,5.76941E-09,2.52465E-09,-2.37489E-10,-1.13136E-10,-3.93318E-10,-1.26184E-10,-1.61107E-10,-1.91548E-11,8.68860E-02,1.55667E-01,3.22270E+01,-2.60303E-03,-2.10952E-03,3.49737E-03,-3.37178E-07,-1.21661E-05,-1.65660E-06,-9.93762E-06,3.95305E-09,1.39252E-08,8.75271E-09,9.48113E-09,-9.17319E-10,-1.39811E-11,-1.85452E-10,-1.04028E-10,-3.06501E-10,-8.73081E-11,-1.16656E-10
NIRCAM,NRCA5_SUB640,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,1024.5,1024.5,640,640,320.5,320.5,0.062806,0.063110,86.1035,-493.2275,-0.0895,-1,0.0,-1,-90.1333,-0.0895,-20.1760,20.1824,20.0316,-20.0260,-20.1759,-20.2546,20.1959,20.1796,2014-01-01,,5,0.00000E+00,6.28056E-02,-1.35525E-20,1.24906E-07,-7.34276E-07,-9.54588E-08,9.14314E-11,-6.06098E-12,9.75594E-11,-3.07696E-13,1.01024E-15,-3.92019E-15,5.77575E-16,-4.10268E-15,-3.03038E-16,4.67657E-18,5.34602E-19,9.40819E-18,5.71746E-19,4.63213E-18,5.58201E-20,0.00000E+00,-4.79975E-05,6.31105E-02,3.04301E-07,2.31948E-07,-4.38591E-07,-6.94090E-13,8.82800E-11,-6.66028E-12,9.87390E-11,1.15458E-15,1.40232E-15,-1.92936E-15,1.26498E-15,-3.03841E-15,1.09005E-19,5.18432E-18,6.60169E-19,9.54104E-18,5.39537E-19,4.29682E-18,1.06232E-01,1.59171E+01,-2.73959E-02,-3.22246E-04,3.04811E-03,4.18334E-04,-8.82317E-06,-1.78750E-06,-7.40018E-06,-1.79889E-07,1.72566E-08,1.24365E-08,1.88986E-08,7.04428E-09,2.51780E-09,-9.75123E-11,-5.65412E-11,-1.67580E-10,-6.41520E-11,-6.74170E-11,-1.01459E-11,4.81179E-02,3.56649E-02,1.58458E+01,-1.19293E-03,-8.40454E-04,1.77832E-03,-2.72897E-07,-8.25680E-06,-1.12969E-06,-6.78438E-06,3.23609E-09,1.23086E-08,1.08124E-08,1.00812E-08,2.78400E-09,-6.24429E-12,-8.19690E-11,-5.29674E-11,-1.30424E-10,-4.47011E-11,-4.83445E-11
NIRCAM,NRCB1_SUB640,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,320.5,1728.5,640,640,320.5,320.5,0.030828,0.030975,-99.4325,-479.6160,0.2293,-1,180.0,-1,-89.7653,0.2293,-9.8833,9.8843,9.8477,-9.8467,-9.9215,-9.9090,9.9058,9.9144,2014-01-01,,5,0.00000E+00,3.08280E-02,3.08998E-18,-2.21131E-08,-1.78682E-07,2.69147E-08,7.96301E-12,6.97075E-13,8.70642E-12,-3.98284E-14,2.37011E-16,8.89612E-18,3.09763E-16,4.24629E-18,7.28427E-17,1.39355E-19,-1.17575E-20,2.85994E-19,-1.12182E-20,1.43244E-19,-7.90513E-22,0.00000E+00,2.95449E-06,3.09754E-02,7.75313E-08,-5.16695E-08,-1.02568E-07,1.13120E-13,7.31980E-12,8.53043E-13,8.57379E-12,1.13371E-16,1.76490E-16,2.32358E-16,1.54599E-16,1.06883E-16,-3.12934E-21,1.55709E-19,-1.53959E-20,2.91035E-19,-1.12373E-20,1.33919E-19,-4.57840E-01,3.24122E+01,1.36235E-01,3.51802E-05,6.25622E-03,-1.00386E-03,-1.81453E-05,3.74683E-06,-1.26606E-05,3.86627E-07,-5.81467E-08,2.33587E-08,-5.31782E-08,1.10272E-08,-6.43178E-09,-2.37759E-10,1.14056E-10,-3.94123E-10,1.27651E-10,-1.61634E-10,1.96884E-11,1.42590E-01,-1.31689E-01,3.22832E+01,-2.58664E-03,1.49089E-03,3.48059E-03,6.79326E-07,-1.38620E-05,2.09677E-06,-1.03670E-05,5.08947E-09,-3.22303E-08,1.46173E-08,-2.42988E-08,1.23737E-10,1.28623E-11,-1.84896E-10,1.02164E-10,-3.05866E-10,8.65381E-11,-1.16550E-10
NIRCAM,NRCB2_SUB640,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,1728.5,1728.5,640,640,320.5,320.5,0.030987,0.031149,-99.0379,-503.7327,0.4926,-1,0.0,-1,-89.4571,0.4926,-9.9358,9.9366,9.8972,-9.8964,-9.9877,-9.9593,9.9663,9.9599,2014-01-01,,5,0.00000E+00,3.09873E-02,0.00000E+00,-2.33461E-08,-1.92412E-07,2.72046E-08,8.12486E-12,2.45620E-13,9.20450E-12,-2.52970E-13,2.33337E-16,-4.34632E-16,3.18997E-16,-4.40487E-16,7.31323E-17,1.39618E-19,-1.10512E-20,2.86311E-19,-1.04169E-20,1.43286E-19,-6.57228E-22,0.00000E+00,2.71863E-05,3.11493E-02,7.18074E-08,-5.35717E-08,-1.22717E-07,-3.92280E-14,7.48546E-12,4.86246E-13,9.04412E-12,-7.56907E-18,1.88872E-16,-4.46278E-16,1.78227E-16,-4.13638E-16,-3.13533E-21,1.55970E-19,-1.52294E-20,2.91277E-19,-1.10992E-20,1.33923E-19,-6.26764E-01,3.22380E+01,2.93596E-01,-7.37061E-05,6.89154E-03,-1.03619E-03,-1.88291E-05,6.42865E-06,-1.39523E-05,1.07232E-06,-6.03731E-08,4.20359E-08,-6.17930E-08,2.63905E-08,-8.68850E-09,-2.37613E-10,1.13348E-10,-3.93587E-10,1.26518E-10,-1.61254E-10,1.92737E-11,1.87464E-01,-2.99786E-01,3.20972E+01,-2.24127E-03,1.32499E-03,4.25045E-03,1.57998E-06,-1.50848E-05,4.18599E-06,-1.10488E-05,9.77575E-09,-3.70459E-08,3.68824E-08,-3.25161E-08,1.41779E-08,1.38576E-11,-1.85386E-10,1.03807E-10,-3.06410E-10,8.72060E-11,-1.16630E-10
NIRCAM,NRCB3_SUB640,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,1728.5,1728.5,640,640,320.5,320.5,0.030875,0.030996,-74.7053,-479.6566,-0.2153,-1,180.0,-1,-90.0811,-0.2153,-9.9011,9.8967,9.8600,-9.8643,-9.9514,-9.8921,9.9331,9.8999,2014-01-01,,5,0.00000E+00,3.08749E-02,1.09640E-17,-4.13904E-08,-1.79403E-07,2.01894E-08,8.09642E-12,6.21680E-13,8.74564E-12,-8.97568E-14,-3.22346E-16,4.63083E-17,-3.78931E-16,2.26553E-17,-4.26506E-17,1.39309E-19,-1.16064E-20,2.85418E-19,-1.15952E-20,1.42759E-19,-1.37347E-21,0.00000E+00,7.23063E-05,3.09957E-02,7.74705E-08,-6.39228E-08,-1.02956E-07,-2.18741E-13,7.48874E-12,5.26366E-13,8.61609E-12,1.23885E-16,-3.21200E-16,2.64576E-16,-3.09952E-16,1.14428E-16,-2.27686E-21,1.55410E-19,-1.24861E-20,2.90067E-19,-9.25537E-21,1.33313E-19,-1.35686E-01,3.23839E+01,-1.22110E-01,1.21296E-03,6.10130E-03,-7.29095E-04,-1.38505E-05,2.47569E-06,-1.07610E-05,2.25174E-07,-2.87688E-08,1.21654E-08,-2.39859E-08,4.77629E-09,-2.43388E-09,-2.37812E-10,1.14705E-10,-3.94501E-10,1.28700E-10,-1.61946E-10,2.00789E-11,9.13086E-02,4.94352E-02,3.22651E+01,-2.61993E-03,2.14084E-03,3.43895E-03,2.33225E-07,-1.21563E-05,1.54709E-06,-9.96115E-06,3.46554E-09,-1.39449E-08,7.04996E-09,-9.19081E-09,-1.99545E-09,1.24960E-11,-1.84864E-10,1.01642E-10,-3.05930E-10,8.63756E-11,-1.16631E-10
NIRCAM,NRCB4_SUB640,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,320.5,1728.5,640,640,320.5,320.5,0.031039,0.031206,-74.8328,-503.6899,-0.1287,-1,0.0,-1,-89.9888,-0.1287,-9.9551,9.9506,9.9111,-9.9154,-10.0226,-9.9607,9.9987,9.9635,2014-01-01,,5,0.00000E+00,3.10390E-02,-1.35525E-20,-4.18723E-08,-1.93546E-07,2.02628E-08,8.23938E-12,1.18158E-12,9.22862E-12,4.06944E-14,-3.09557E-16,-3.96511E-16,-3.47651E-16,-4.20880E-16,-3.69729E-17,1.39767E-19,-1.17518E-20,2.86648E-19,-1.16227E-20,1.43508E-19,-1.24595E-21,0.00000E+00,7.57812E-05,3.12058E-02,7.18637E-08,-6.50638E-08,-1.23425E-07,9.72600E-15,7.61090E-12,1.18881E-12,9.08813E-12,4.11832E-18,-2.98096E-16,-4.09096E-16,-2.77573E-16,-4.02731E-16,-2.49831E-21,1.56026E-19,-1.32801E-20,2.91492E-19,-9.80552E-21,1.34089E-19,-1.98927E-01,3.22099E+01,-6.97547E-02,1.13037E-03,6.63345E-03,-7.55396E-04,-1.43769E-05,3.85422E-06,-1.16659E-05,5.72115E-07,-3.16515E-08,3.11544E-08,-3.33777E-08,2.03542E-08,-4.85770E-09,-2.37652E-10,1.14532E-10,-3.94190E-10,1.28458E-10,-1.61795E-10,2.00068E-11,4.47253E-02,-1.75194E-03,3.20459E+01,-2.31658E-03,2.03992E-03,4.16199E-03,6.30395E-07,-1.30175E-05,2.51344E-06,-1.04331E-05,7.90707E-09,-1.89020E-08,2.91117E-08,-1.75506E-08,1.20162E-08,1.24817E-11,-1.84653E-10,1.01522E-10,-3.05577E-10,8.62723E-11,-1.16494E-10
NIRCAM,NRCB5_SUB640,NRCB_CNTR,SUBARRAY,QUAD,2048,2048,984.5,1028.5,640,640,320.5,320.5,0.062918,0.063232,-86.8726,-491.7008,-0.0347,-1,180.0,-1,-89.9220,-0.0347,-20.2178,20.2122,20.0625,-20.0673,-20.3166,-20.1898,20.2437,20.2110,2014-01-01,,5,0.00000E+00,6.29179E-02,6.13930E-18,-1.21850E-07,-7.32887E-07,9.64144E-08,9.18737E-11,6.17568E-12,9.79333E-11,2.98889E-13,-7.41393E-16,-3.52560E-15,-2.84620E-16,-3.70239E-15,3.53671E-16,4.72716E-18,-5.17474E-19,9.51005E-18,-5.53477E-19,4.68361E-18,-5.53549E-20,0.00000E+00,1.23768E-04,6.32316E-02,3.07725E-07,-2.29822E-07,-4.33652E-07,8.38405E-13,8.87381E-11,6.89643E-12,9.91509E-11,1.28358E-15,-1.18323E-15,-1.27848E-15,-1.09610E-15,-2.55078E-15,-1.05112E-19,5.23940E-18,-6.28377E-19,9.64421E-18,-5.13676E-19,4.34505E-18,-1.08708E-01,1.58886E+01,-7.75918E-03,3.06725E-04,3.01991E-03,-4.26361E-04,-8.83974E-06,1.77318E-06,-7.38468E-06,1.85003E-07,-1.75147E-08,1.21022E-08,-1.89750E-08,6.74048E-09,-2.49267E-09,-9.73177E-11,5.66110E-11,-1.67345E-10,6.43174E-11,-6.73773E-11,1.02354E-11,5.12392E-02,-1.97953E-02,1.58155E+01,-1.20182E-03,8.32475E-04,1.74367E-03,2.54154E-07,-8.23231E-06,1.08996E-06,-6.76048E-06,3.10994E-09,-1.23583E-08,1.02950E-08,-9.97964E-09,2.44163E-09,6.13040E-12,-8.17224E-11,5.26778E-11,-1.30061E-10,4.45326E-11,-4.82254E-11
NIRCAM,NRCA5_GRISM256_F322W2,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,467.0,34.0,2048,256,1582.0,34.0,0.063883,0.064479,50.7591,-556.4226,0.2213,-1,0.0,-1,-90.1430,0.2213,-100.7631,29.8975,29.7799,-100.4043,-0.9805,-2.3163,14.2059,15.4176,2014-01-01,,5,0.00000E+00,6.38818E-02,0.00000E+00,3.15830E-07,-9.82342E-07,-2.35684E-08,1.20096E-10,-4.15474E-11,1.44319E-10,-1.00572E-11,1.34965E-14,-2.13021E-14,1.44553E-14,-2.17644E-14,1.87260E-15,4.67710E-18,5.62720E-19,9.41163E-18,6.23499E-19,4.63499E-18,7.91299E-20,0.00000E+00,-4.06251E-04,6.44788E-02,1.94350E-07,3.89789E-07,-8.04854E-07,-1.06248E-11,1.30237E-10,-4.11740E-11,1.55469E-10,-3.74992E-15,1.17713E-14,-2.92553E-14,9.88381E-15,-2.40281E-14,8.36326E-20,5.18135E-18,6.09119E-19,9.53780E-18,5.14400E-19,4.29646E-18,1.30370E-01,1.56482E+01,5.70984E-02,-1.09472E-03,3.90212E-03,2.04311E-04,-8.55152E-06,-1.80490E-06,-8.78379E-06,-4.51243E-07,3.59560E-09,2.56229E-08,1.32946E-08,1.95529E-08,3.34286E-09,-9.75069E-11,-5.65556E-11,-1.67583E-10,-6.41741E-11,-6.74243E-11,-1.01523E-11,1.44387E-01,3.41885E-02,1.55010E+01,-6.68434E-04,-1.26643E-03,3.14989E-03,-1.49556E-07,-9.78518E-06,-1.79785E-06,-8.82631E-06,7.31205E-09,7.41234E-09,2.99218E-08,1.21613E-08,1.64812E-08,-6.23653E-12,-8.19619E-11,-5.29614E-11,-1.30422E-10,-4.47029E-11,-4.83487E-11
NIRCAM,NRCA5_GRISM128_F322W2,NRCA_CNTR,SUBARRAY,QUAD,2048,2048,467.0,34.0,2048,128,1582.0,34.0,0.063883,0.064479,50.7591,-556.4226,0.2213,-1,0.0,-1,-90.1430,0.2213,-100.7631,29.8975,29.8380,-100.5795,-0.9805,-2.3163,5.9576,7.2299,2014-01-01,,5,0.00000E+00,6.38818E-02,0.00000E+00,3.15830E-07,-9.82342E-07,-2.35684E-08,1.20096E-10,-4.15474E-11,1.44319E-10,-1.00572E-11,1.34965E-14,-2.13021E-14,1.44553E-14,-2.17644E-14,1.87260E-15,4.67710E-18,5.62720E-19,9.41163E-18,6.23499E-19,4.63499E-18,7.91299E-20,0.00000E+00,-4.06251E-04,6.44788E-02,1.94350E-07,3.89789E-07,-8.04854E-07,-1.06248E-11,1.30237E-10,-4.11740E-11,1.55469E-10,-3.74992E-15,1.17713E-14,-2.92553E-14,9.88381E-15,-2.40281E-14,8.36326E-20,5.18135E-18,6.09119E-19,9.53780E-18,5.14400E-19,4.29646E-18,1.30370E-01,1.56482E+01,5.70984E-02,-1.09472E-03,3.90212E-03,2.04311E-04,-8.55152E-06,-1.80490E-06,-8.78379E-06,-4.51243E-07,3.59560E-09,2.56229E-08,1.32946E-08,1.95529E-08,3.34286E-09,-9.75069E-11,-5.65556E-11,-1.67583E-10,-6.41741E-11,-6.74243E-11,-1.01523E-11,1.44387E-01,3.41885E-02,1.55010E+01,-6.68434E-04,-1.26643E-03,3.14989E-03,-1.49556E-07,-9.78518E-06,-1.79785E-06,-8.82631E-06,7.31205E-09,7.41234E-09,2.99218E-08,1.21613E-08,1.64812E-08,-6.23653E-12,-8.19619E-11,-5.29614E-11,-1.30422E-10,-4.47029E-11,-4.83487E-11
