Wavelength Width AperCor
2.35300429184549 17.459999999999997 1.0066758238362918
2.35300429184549 17.58 1.006632244240748
2.35300429184549 17.7 1.0065195282000274
2.35300429184549 17.819999999999997 1.0064691734443505
2.35300429184549 17.939999999999998 1.0064452806472641
2.35300429184549 18.06 1.0064083334902465
2.35300429184549 18.18 1.006376214985226
2.35300429184549 18.299999999999997 1.006349944190338
2.35300429184549 18.419999999999998 1.0062529904495296
2.35300429184549 18.54 1.0062024931077318
2.35300429184549 18.659999999999997 1.0061741016601486
2.35300429184549 18.779999999999998 1.0061460462186211
2.35300429184549 18.9 1.0061198192862504
2.35300429184549 19.02 1.0060879535562288
2.35300429184549 19.139999999999997 1.0059813557914055
2.35300429184549 19.259999999999998 1.005906888758935
2.35300429184549 19.38 1.0058786794819132
2.35300429184549 19.499999999999996 1.0058442071420248
2.35300429184549 19.619999999999997 1.0058035707149464
2.35300429184549 19.74 1.0057784328678445
2.35300429184549 19.86 1.005707232871216
2.35300429184549 19.979999999999997 1.0056351216241304
2.35300429184549 20.099999999999998 1.0056040811938243
2.35300429184549 20.22 1.0055794986137432
2.35300429184549 20.339999999999996 1.0055514300899278
2.35300429184549 20.459999999999997 1.0055288868528793
2.35300429184549 20.58 1.0054535187564648
2.35300429184549 20.7 1.0053638428124492
2.35300429184549 20.819999999999997 1.0053334302482007
2.35300429184549 20.939999999999998 1.0053084142142672
2.35300429184549 21.06 1.0052711014224907
2.35300429184549 21.179999999999996 1.0052493472594992
2.35300429184549 21.299999999999997 1.0052086837252348
2.35300429184549 21.419999999999998 1.00512902521937
2.35300429184549 21.54 1.0051024971506706
2.35300429184549 21.659999999999997 1.0050827792644101
2.35300429184549 21.779999999999998 1.0050597354328945
2.35300429184549 21.9 1.0050435897685739
2.35300429184549 22.02 1.0050071433453887
2.35300429184549 22.139999999999997 1.0049197723615373
2.35300429184549 22.259999999999998 1.0048917085202367
2.35300429184549 22.38 1.004873253056538
2.35300429184549 22.499999999999996 1.004850460523763
2.35300429184549 22.619999999999997 1.0048330436105213
2.35300429184549 22.74 1.0048135459387646
2.35300429184549 22.86 1.0047473494297268
2.35300429184549 22.979999999999997 1.0047188428253884
2.35300429184549 23.099999999999998 1.004701699999901
2.35300429184549 23.22 1.0046858456175716
2.35300429184549 23.339999999999996 1.0046710328802886
2.35300429184549 23.459999999999997 1.0046563652503113
2.35300429184549 23.58 1.004594532105325
2.35300429184549 23.7 1.0045622870037316
2.35300429184549 23.819999999999997 1.0045455621686445
2.35300429184549 23.939999999999998 1.0045320998722367
2.35300429184549 24.06 1.004516658332366
2.35300429184549 24.179999999999996 1.0045053904655223
2.35300429184549 24.299999999999997 1.0044566188790758
2.35300429184549 24.419999999999998 1.0044160127701895
2.35300429184549 24.54 1.0043978153363269
2.35300429184549 24.659999999999997 1.0043828513707445
2.35300429184549 24.779999999999998 1.0043638301317743
2.35300429184549 24.9 1.0043535087409774
2.35300429184549 25.02 1.0043167519726843
2.35300429184549 25.139999999999997 1.0042742334539885
2.35300429184549 25.259999999999998 1.0042549653791666
2.35300429184549 25.38 1.0042382055305028
2.35300429184549 25.499999999999996 1.004219865646999
2.35300429184549 25.619999999999997 1.0042073038786365
2.35300429184549 25.74 1.0041692617264768
2.35300429184549 25.86 1.0041180426555976
2.35300429184549 25.979999999999997 1.0040949122140868
2.35300429184549 26.099999999999998 1.0040748104284176
2.35300429184549 26.22 1.0040503311569107
2.35300429184549 26.339999999999996 1.0040350748354794
2.35300429184549 26.459999999999997 1.0040116706868334
2.35300429184549 26.58 1.0039662710129973
2.35300429184549 26.7 1.003946389426792
2.35300429184549 26.819999999999997 1.003923284496928
2.35300429184549 26.939999999999998 1.0039046007137737
2.35300429184549 27.06 1.0038906526128728
2.35300429184549 27.179999999999996 1.0038638866862286
2.35300429184549 27.299999999999997 1.0038099090057437
2.35300429184549 27.419999999999998 1.0037813307749444
2.35300429184549 27.54 1.0037552531928535
2.35300429184549 27.659999999999997 1.003731323176954
2.35300429184549 27.779999999999998 1.0037117575091659
2.35300429184549 27.9 1.0036949583872266
2.35300429184549 28.019999999999996 1.0036525437505934
2.35300429184549 28.139999999999997 1.0036290191730415
2.35300429184549 28.259999999999998 1.0036046160947298
2.35300429184549 28.38 1.0035875451648415
2.35300429184549 28.499999999999996 1.0035719100256915
2.35300429184549 28.619999999999997 1.0035544501683145
2.35300429184549 28.74 1.0035063079787374
2.35300429184549 28.859999999999996 1.0034751717977812
2.35300429184549 28.979999999999997 1.003450121960926
2.35300429184549 29.099999999999998 1.0034313628896068
2.35300429184549 29.22 1.0034111764524953
2.35300429184549 29.339999999999996 1.003398075003651
2.35300429184549 29.459999999999997 1.00336513080032
2.35300429184549 29.58 1.003337347080565
2.35300429184549 29.7 1.0033177066653882
2.35300429184549 29.819999999999997 1.0033029002913756
2.35300429184549 29.939999999999998 1.0032882144932713
2.3658798283261797 0.06 3.304633400426538
2.3658798283261797 0.18 1.5939717234141568
2.3658798283261797 0.3 1.3121091420458828
2.3658798283261797 0.42 1.220920344661894
2.3658798283261797 0.54 1.20001233134431
2.3658798283261797 0.6599999999999999 1.1548337442449184
2.3658798283261797 0.78 1.1393558131821935
2.3658798283261797 0.8999999999999999 1.1293258943769218
2.3658798283261797 1.02 1.1161833290851197
2.3658798283261797 1.1400000000000001 1.1044636684384843
2.3658798283261797 1.26 1.0961536373269272
2.3658798283261797 1.38 1.085758664309419
2.3658798283261797 1.5 1.0769210614653209
2.3658798283261797 1.62 1.071921055980442
2.3658798283261797 1.74 1.0673774142565493
2.3658798283261797 1.8599999999999999 1.0627909104557465
2.3658798283261797 1.98 1.0592234526578008
2.3658798283261797 2.1 1.055789359956264
2.3658798283261797 2.22 1.0525884600384328
2.3658798283261797 2.34 1.0503481598316455
2.3658798283261797 2.46 1.0477820535866367
2.3658798283261797 2.58 1.045477682589268
2.3658798283261797 2.6999999999999997 1.0439414376892455
2.3658798283261797 2.82 1.0419090768058545
2.3658798283261797 2.94 1.0390739781940457
2.3658798283261797 3.06 1.0376460974735127
2.3658798283261797 3.18 1.0364301598249648
2.3658798283261797 3.3 1.0348390667123397
2.3658798283261797 3.42 1.033321080995263
2.3658798283261797 3.54 1.03220400453141
2.3658798283261797 3.6599999999999997 1.0308762437825973
2.3658798283261797 3.78 1.0298331098708997
2.3658798283261797 3.9 1.0287624207587798
2.3658798283261797 4.02 1.0277050837972823
2.3658798283261797 4.14 1.0270014344938032
2.3658798283261797 4.26 1.0261639951533783
2.3658798283261797 4.38 1.0250071420350202
2.3658798283261797 4.499999999999999 1.0240352292776067
2.3658798283261797 4.619999999999999 1.0235174454175733
2.3658798283261797 4.739999999999999 1.0228312096233694
2.3658798283261797 4.859999999999999 1.0221448540300848
2.3658798283261797 4.9799999999999995 1.0215892136792406
2.3658798283261797 5.1 1.0210195528698491
2.3658798283261797 5.22 1.0203633045860776
2.3658798283261797 5.339999999999999 1.0199397652265605
2.3658798283261797 5.459999999999999 1.0194748677073313
2.3658798283261797 5.579999999999999 1.0190904693927212
2.3658798283261797 5.699999999999999 1.0187844207719376
2.3658798283261797 5.819999999999999 1.018268409229044
2.3658798283261797 5.9399999999999995 1.0176854996212361
2.3658798283261797 6.06 1.0174475001534973
2.3658798283261797 6.18 1.0171977072587324
2.3658798283261797 6.3 1.0168926686710753
2.3658798283261797 6.419999999999999 1.016623402053531
2.3658798283261797 6.539999999999999 1.0163791988568802
2.3658798283261797 6.659999999999999 1.015999268530025
2.3658798283261797 6.779999999999999 1.015813774298576
2.3658798283261797 6.8999999999999995 1.015626283826258
2.3658798283261797 7.02 1.0154307403487366
2.3658798283261797 7.14 1.0152808775588664
2.3658798283261797 7.259999999999999 1.0150892747373175
2.3658798283261797 7.379999999999999 1.014780829638189
2.3658798283261797 7.499999999999999 1.0145927736455311
2.3658798283261797 7.619999999999999 1.014477365266194
2.3658798283261797 7.739999999999999 1.0143406681477414
2.3658798283261797 7.859999999999999 1.0142057737231773
2.3658798283261797 7.9799999999999995 1.0140597824982198
2.3658798283261797 8.1 1.0138468229850386
2.3658798283261797 8.22 1.0136552237919216
2.3658798283261797 8.34 1.013564220278435
2.3658798283261797 8.46 1.0134505653444694
2.3658798283261797 8.58 1.0133315124550932
2.3658798283261797 8.700000000000001 1.0132036689389623
2.3658798283261797 8.82 1.013041170621398
2.3658798283261797 8.94 1.0128625097247084
2.3658798283261797 9.06 1.0127565236897957
2.3658798283261797 9.18 1.0126626988275045
2.3658798283261797 9.3 1.0125617531987066
2.3658798283261797 9.42 1.0124456358058005
2.3658798283261797 9.540000000000001 1.0122810167737444
2.3658798283261797 9.66 1.012062851245009
2.3658798283261797 9.78 1.0119684182210746
2.3658798283261797 9.9 1.0118716250462818
2.3658798283261797 10.02 1.0117472333135995
2.3658798283261797 10.14 1.0116159558878217
2.3658798283261797 10.26 1.0115033506880367
2.3658798283261797 10.38 1.0113320083670785
2.3658798283261797 10.5 1.011219493864353
2.3658798283261797 10.62 1.0111134222906777
2.3658798283261797 10.74 1.0110184585261826
2.3658798283261797 10.86 1.0109129233023362
2.3658798283261797 10.98 1.010779512493797
2.3658798283261797 11.1 1.010566748203747
2.3658798283261797 11.22 1.010435457958103
2.3658798283261797 11.34 1.0103362397472382
2.3658798283261797 11.46 1.0102288679477927
2.3658798283261797 11.58 1.0101047319071759
2.3658798283261797 11.7 1.0100010251593394
2.3658798283261797 11.82 1.0098666093556747
2.3658798283261797 11.94 1.0097462110527988
2.3658798283261797 12.06 1.0096466845752095
2.3658798283261797 12.18 1.0095609648648092
2.3658798283261797 12.3 1.009477923541077
2.3658798283261797 12.42 1.0093804844897996
2.3658798283261797 12.540000000000001 1.009226974609659
2.3658798283261797 12.66 1.009077138836517
2.3658798283261797 12.78 1.008995389328022
2.3658798283261797 12.9 1.0089185560475158
2.3658798283261797 13.02 1.0088228265826997
2.3658798283261797 13.14 1.0087413977322441
2.3658798283261797 13.26 1.0086543136985484
2.3658798283261797 13.38 1.0085302226450654
2.3658798283261797 13.5 1.0084587805710206
2.3658798283261797 13.62 1.0083982935507412
2.3658798283261797 13.74 1.0083361062222604
2.3658798283261797 13.86 1.0082781083176353
2.3658798283261797 13.98 1.0081983237804062
2.3658798283261797 14.1 1.0080511568104267
2.3658798283261797 14.22 1.007994112222993
2.3658798283261797 14.34 1.0079465526634468
2.3658798283261797 14.459999999999999 1.007890460917838
2.3658798283261797 14.58 1.0078354951124213
2.3658798283261797 14.7 1.0077911724932749
2.3658798283261797 14.82 1.0076768984826612
2.3658798283261797 14.94 1.007619173894248
2.3658798283261797 15.06 1.0075817525661939
2.3658798283261797 15.18 1.007542874989446
2.3658798283261797 15.3 1.0075080485242274
2.3658798283261797 15.42 1.0074712283327296
2.3658798283261797 15.54 1.007367764985133
2.3658798283261797 15.66 1.0073008720882997
2.3658798283261797 15.78 1.0072714115877228
2.3658798283261797 15.9 1.0072424361980312
2.3658798283261797 16.02 1.0072092124577527
2.3658798283261797 16.139999999999997 1.0071844916406008
2.3658798283261797 16.259999999999998 1.0071005406425546
2.3658798283261797 16.38 1.0070192105443996
2.3658798283261797 16.499999999999996 1.0069933896079406
2.3658798283261797 16.619999999999997 1.00697076904761
2.3658798283261797 16.74 1.0069369255744525
2.3658798283261797 16.86 1.006915168600111
2.3658798283261797 16.979999999999997 1.0068567297587692
2.3658798283261797 17.099999999999998 1.0067638795692975
2.3658798283261797 17.22 1.006737617722755
2.3658798283261797 17.34 1.0067156275674933
2.3658798283261797 17.459999999999997 1.0066873271696215
2.3658798283261797 17.58 1.006667078873947
2.3658798283261797 17.7 1.0066123113283933
2.3658798283261797 17.819999999999997 1.0064939950652387
2.3658798283261797 17.939999999999998 1.0064600178390044
2.3658798283261797 18.06 1.0064353604133625
2.3658798283261797 18.18 1.0063970155332551
2.3658798283261797 18.299999999999997 1.0063686193876757
2.3658798283261797 18.419999999999998 1.006331953162109
2.3658798283261797 18.54 1.0062368092750613
2.3658798283261797 18.659999999999997 1.0061941541435662
2.3658798283261797 18.779999999999998 1.0061665646913387
2.3658798283261797 18.9 1.006137550873197
2.3658798283261797 19.02 1.00611312294642
2.3658798283261797 19.139999999999997 1.0060739764448257
2.3658798283261797 19.259999999999998 1.0059635597182155
2.3658798283261797 19.38 1.0058994307000382
2.3658798283261797 19.499999999999996 1.0058718047454067
2.3658798283261797 19.619999999999997 1.0058369444801558
2.3658798283261797 19.74 1.005796912098448
2.3658798283261797 19.86 1.0057715923759623
2.3658798283261797 19.979999999999997 1.0056954137921943
2.3658798283261797 20.099999999999998 1.005628867308268
2.3658798283261797 20.22 1.0055988806288076
2.3658798283261797 20.339999999999996 1.0055729110922922
2.3658798283261797 20.459999999999997 1.0055465071618443
2.3658798283261797 20.58 1.005523089446841
2.3658798283261797 20.7 1.0054483425226148
2.3658798283261797 20.819999999999997 1.0053576019446664
2.3658798283261797 20.939999999999998 1.0053285834695063
2.3658798283261797 21.06 1.005302962060006
2.3658798283261797 21.179999999999996 1.005267176779843
2.3658798283261797 21.299999999999997 1.0052457775738828
2.3658798283261797 21.419999999999998 1.0051989360738336
2.3658798283261797 21.54 1.0051258845290787
2.3658798283261797 21.659999999999997 1.0050988943591652
2.3658798283261797 21.779999999999998 1.0050794878440663
2.3658798283261797 21.9 1.0050566645996046
2.3658798283261797 22.02 1.00504078539138
2.3658798283261797 22.139999999999997 1.0050011393260327
2.3658798283261797 22.259999999999998 1.0049190721321997
2.3658798283261797 22.38 1.0048890805706236
2.3658798283261797 22.499999999999996 1.0048708584011676
2.3658798283261797 22.619999999999997 1.0048492050511326
2.3658798283261797 22.74 1.0048309664127943
2.3658798283261797 22.86 1.0048122663542236
2.3658798283261797 22.979999999999997 1.0047476701077642
2.3658798283261797 23.099999999999998 1.0047169786850225
2.3658798283261797 23.22 1.004699902485963
2.3658798283261797 23.339999999999996 1.004684210355572
2.3658798283261797 23.459999999999997 1.004669231407809
2.3658798283261797 23.58 1.0046558823898342
2.3658798283261797 23.7 1.0045995736907594
2.3658798283261797 23.819999999999997 1.0045610985252618
2.3658798283261797 23.939999999999998 1.0045442052721703
2.3658798283261797 24.06 1.004530956142912
2.3658798283261797 24.179999999999996 1.0045153205463904
2.3658798283261797 24.299999999999997 1.004505986489861
2.3658798283261797 24.419999999999998 1.0044585046799241
2.3658798283261797 24.54 1.0044160839342184
2.3658798283261797 24.659999999999997 1.0043979693726888
2.3658798283261797 24.779999999999998 1.0043833749061863
2.3658798283261797 24.9 1.0043634918707405
2.3658798283261797 25.02 1.0043532807082813
2.3658798283261797 25.139999999999997 1.0043203460257837
2.3658798283261797 25.259999999999998 1.0042749208965387
2.3658798283261797 25.38 1.004256488914792
2.3658798283261797 25.499999999999996 1.0042383737033884
2.3658798283261797 25.619999999999997 1.0042206876147906
2.3658798283261797 25.74 1.0042079878068089
2.3658798283261797 25.86 1.0041786281441867
2.3658798283261797 25.979999999999997 1.0041216544798985
2.3658798283261797 26.099999999999998 1.0040985421870086
2.3658798283261797 26.22 1.0040756359939542
2.3658798283261797 26.339999999999996 1.0040531707879468
2.3658798283261797 26.459999999999997 1.0040357011732934
2.3658798283261797 26.58 1.0040176183430398
2.3658798283261797 26.7 1.003972296850607
2.3658798283261797 26.819999999999997 1.0039494621614686
2.3658798283261797 26.939999999999998 1.0039249549963987
2.3658798283261797 27.06 1.003907287820669
2.3658798283261797 27.179999999999996 1.0038922069373895
2.3658798283261797 27.299999999999997 1.0038726221111822
2.3658798283261797 27.419999999999998 1.0038183499512976
2.3658798283261797 27.54 1.0037860858279641
2.3658798283261797 27.659999999999997 1.0037591107973538
2.3658798283261797 27.779999999999998 1.0037377586407998
2.3658798283261797 27.9 1.0037144645664897
2.3658798283261797 28.019999999999996 1.0036996786325303
2.3658798283261797 28.139999999999997 1.0036622181817363
2.3658798283261797 28.259999999999998 1.0036334216498493
2.3658798283261797 28.38 1.0036096379549595
2.3658798283261797 28.499999999999996 1.0035914859124389
2.3658798283261797 28.619999999999997 1.0035741668589742
2.3658798283261797 28.74 1.0035606247054611
2.3658798283261797 28.859999999999996 1.003522877571386
2.3658798283261797 28.979999999999997 1.0034801526773693
2.3658798283261797 29.099999999999998 1.0034569533834092
2.3658798283261797 29.22 1.003436338535632
2.3658798283261797 29.339999999999996 1.00341509084339
2.3658798283261797 29.459999999999997 1.0034019552642093
2.3658798283261797 29.58 1.0033777786805176
2.3658798283261797 29.7 1.0033421960813589
2.3658798283261797 29.819999999999997 1.0033243718592306
2.3658798283261797 29.939999999999998 1.003306077363934
2.3787553648068602 0.06 3.3290916055280757
2.3787553648068602 0.18 1.5922531855585076
2.3787553648068602 0.3 1.3146317416438356
2.3787553648068602 0.42 1.2208950643937526
2.3787553648068602 0.54 1.2003327330910825
2.3787553648068602 0.6599999999999999 1.1551861645895396
2.3787553648068602 0.78 1.1396328119409118
2.3787553648068602 0.8999999999999999 1.1293291359845223
2.3787553648068602 1.02 1.1162538911063322
2.3787553648068602 1.1400000000000001 1.1048374430186798
2.3787553648068602 1.26 1.096400140548746
2.3787553648068602 1.38 1.086209189602955
2.3787553648068602 1.5 1.0771272192459327
2.3787553648068602 1.62 1.0721204413623586
2.3787553648068602 1.74 1.0676401976664083
2.3787553648068602 1.8599999999999999 1.0629602825174644
2.3787553648068602 1.98 1.05945797432139
2.3787553648068602 2.1 1.0559270532896299
2.3787553648068602 2.22 1.0528252382880028
2.3787553648068602 2.34 1.0505207311015075
2.3787553648068602 2.46 1.0479463252583217
2.3787553648068602 2.58 1.0456614562828537
2.3787553648068602 2.6999999999999997 1.0440494605984374
2.3787553648068602 2.82 1.042174620303819
2.3787553648068602 2.94 1.039297550447157
2.3787553648068602 3.06 1.0377500431274496
2.3787553648068602 3.18 1.0365865490203081
2.3787553648068602 3.3 1.0350216314909249
2.3787553648068602 3.42 1.033465302552674
2.3787553648068602 3.54 1.0323291487029937
2.3787553648068602 3.6599999999999997 1.0310822288571428
2.3787553648068602 3.78 1.0299242927346144
2.3787553648068602 3.9 1.0289007932995315
2.3787553648068602 4.02 1.0278533959048703
2.3787553648068602 4.14 1.027078225452348
2.3787553648068602 4.26 1.026316456546428
2.3787553648068602 4.38 1.025219824064449
2.3787553648068602 4.499999999999999 1.0241359579321503
2.3787553648068602 4.619999999999999 1.0235894976170696
2.3787553648068602 4.739999999999999 1.0229612860337554
2.3787553648068602 4.859999999999999 1.0222556093173816
2.3787553648068602 4.9799999999999995 1.021664745197928
2.3787553648068602 5.1 1.0211524432138206
2.3787553648068602 5.22 1.0204379401422088
2.3787553648068602 5.339999999999999 1.0200248080561762
2.3787553648068602 5.459999999999999 1.0195657319093059
2.3787553648068602 5.579999999999999 1.0191399686144622
2.3787553648068602 5.699999999999999 1.0188500645367145
2.3787553648068602 5.819999999999999 1.0183916433128921
2.3787553648068602 5.9399999999999995 1.0177846139898734
2.3787553648068602 6.06 1.0174771776238187
2.3787553648068602 6.18 1.0172551646846024
2.3787553648068602 6.3 1.0169572950393142
2.3787553648068602 6.419999999999999 1.016674654701666
2.3787553648068602 6.539999999999999 1.0164346726620357
2.3787553648068602 6.659999999999999 1.0160907484254023
2.3787553648068602 6.779999999999999 1.0158439118791855
2.3787553648068602 6.8999999999999995 1.0156591565994033
2.3787553648068602 7.02 1.0154702365137105
2.3787553648068602 7.14 1.0153083348287373
2.3787553648068602 7.259999999999999 1.0151444662975195
2.3787553648068602 7.379999999999999 1.0148739810241179
2.3787553648068602 7.499999999999999 1.014608785024666
2.3787553648068602 7.619999999999999 1.014497809234388
2.3787553648068602 7.739999999999999 1.014371424518668
2.3787553648068602 7.859999999999999 1.0142379409796116
2.3787553648068602 7.9799999999999995 1.0140930354049695
2.3787553648068602 8.1 1.013932954742199
2.3787553648068602 8.22 1.0136718635436501
2.3787553648068602 8.34 1.0135850363504295
2.3787553648068602 8.46 1.0134845476364394
2.3787553648068602 8.58 1.0133626526300574
2.3787553648068602 8.700000000000001 1.013237191145745
2.3787553648068602 8.82 1.0131036939894098
2.3787553648068602 8.94 1.0129026933935281
2.3787553648068602 9.06 1.01278682130407
2.3787553648068602 9.18 1.0126882530879602
2.3787553648068602 9.3 1.0125893391828036
2.3787553648068602 9.42 1.0124851157934636
2.3787553648068602 9.540000000000001 1.0123518052637552
2.3787553648068602 9.66 1.012132670033726
2.3787553648068602 9.78 1.0119984591125086
2.3787553648068602 9.9 1.0119014369707005
2.3787553648068602 10.02 1.011793429124625
2.3787553648068602 10.14 1.0116653717047235
2.3787553648068602 10.26 1.011541849993526
2.3787553648068602 10.38 1.011406062300637
2.3787553648068602 10.5 1.0112596450917684
2.3787553648068602 10.62 1.0111489180871844
2.3787553648068602 10.74 1.0110521277254327
2.3787553648068602 10.86 1.0109581671184404
2.3787553648068602 10.98 1.0108385727482516
2.3787553648068602 11.1 1.0106739822386408
2.3787553648068602 11.22 1.0104728604075612
2.3787553648068602 11.34 1.0103730343210402
2.3787553648068602 11.46 1.010280879808934
2.3787553648068602 11.58 1.0101609296787053
2.3787553648068602 11.7 1.0100400165195549
2.3787553648068602 11.82 1.0099402631746734
2.3787553648068602 11.94 1.0097885999890384
2.3787553648068602 12.06 1.0096917818710853
2.3787553648068602 12.18 1.0095988660758044
2.3787553648068602 12.3 1.0095164380554214
2.3787553648068602 12.42 1.009428032000718
2.3787553648068602 12.540000000000001 1.009317686356943
2.3787553648068602 12.66 1.0091401997889264
2.3787553648068602 12.78 1.0090344890599425
